Series Name,"Series Code","Country Name","Country Code","Time","Time Code","Value"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1960","YR1960","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1961","YR1961","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1962","YR1962","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1963","YR1963","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1964","YR1964","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1965","YR1965","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1966","YR1966","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1967","YR1967","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1968","YR1968","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1969","YR1969","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1970","YR1970","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1971","YR1971","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1972","YR1972","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1973","YR1973","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1974","YR1974","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1975","YR1975","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1976","YR1976","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1977","YR1977","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1978","YR1978","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1979","YR1979","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1980","YR1980","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1981","YR1981","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1982","YR1982","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1983","YR1983","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1984","YR1984","639.484730161417"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1985","YR1985","639.865903755552"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1986","YR1986","693.873474633887"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1987","YR1987","674.793383069492"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1988","YR1988","652.774321396566"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1989","YR1989","697.995596576519"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1990","YR1990","617.230435515505"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1991","YR1991","336.586994504629"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1992","YR1992","200.852219772323"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1993","YR1993","367.279225077581"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1994","YR1994","586.416135130865"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1995","YR1995","750.604449178826"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1996","YR1996","1009.97711053398"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1997","YR1997","717.380047745673"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1998","YR1998","813.789396580449"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","1999","YR1999","1033.24253162418"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2000","YR2000","1126.68334010717"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2001","YR2001","1281.6598256178"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2002","YR2002","1425.12421860142"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2003","YR2003","1846.12012081207"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2004","YR2004","2373.58129170055"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2005","YR2005","2673.78781583529"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2006","YR2006","2972.74362094736"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2007","YR2007","3595.03829536404"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2008","YR2008","4370.53971639449"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2009","YR2009","4114.13403283023"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2010","YR2010","4094.34968570481"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2011","YR2011","4437.14116097061"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2012","YR2012","4247.63134315945"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2013","YR2013","4413.06338346821"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2014","YR2014","4578.63320812155"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2015","YR2015","3952.80357364813"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2016","YR2016","4124.05538986272"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2017","YR2017","4531.03220675893"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2018","YR2018","5287.66080067575"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2019","YR2019","5396.2142432843"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2020","YR2020","5343.0377039956"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2021","YR2021","6377.20309553753"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2022","YR2022","6810.11404104233"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","2023","YR2023","8367.77573143421"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1960","YR1960","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1961","YR1961","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1962","YR1962","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1963","YR1963","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1964","YR1964","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1965","YR1965","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1966","YR1966","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1967","YR1967","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1968","YR1968","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1969","YR1969","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1970","YR1970","3958.59572490093"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1971","YR1971","4193.16237434646"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1972","YR1972","4967.34396310593"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1973","YR1973","6183.80844084139"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1974","YR1974","7174.4445640171"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1975","YR1975","7963.55181640127"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1976","YR1976","7758.71683045235"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1977","YR1977","8206.98236540657"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1978","YR1978","9456.01587659326"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1979","YR1979","12054.0316429831"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1980","YR1980","12534.8284742917"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1981","YR1981","10516.7563251923"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1982","YR1982","9739.22855021001"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1983","YR1983","8108.67734754334"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1984","YR1984","7825.16015829635"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1985","YR1985","7914.87399107836"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1986","YR1986","10568.9291277069"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1987","YR1987","12832.9993605648"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1988","YR1988","14529.0598773825"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1989","YR1989","15404.8215892041"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1990","YR1990","19208.6783786868"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1991","YR1991","19967.7339095047"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1992","YR1992","21123.0560601824"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1993","YR1993","17024.313169747"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1994","YR1994","16670.9384281796"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1995","YR1995","18731.6501854151"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1996","YR1996","19081.5492417877"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1997","YR1997","18253.0777011271"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1998","YR1998","18592.2436421492"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","1999","YR1999","18891.0989731077"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2000","YR2000","21674.299721519"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2001","YR2001","22829.0446484521"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2002","YR2002","24901.9721421265"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2003","YR2003","32025.9489485981"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2004","YR2004","37698.3261343274"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2005","YR2005","39599.6804439248"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2006","YR2006","43122.5986518428"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2007","YR2007","50629.7380925646"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2008","YR2008","53938.8521336326"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2009","YR2009","49950.9334988206"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2010","YR2010","48237.8911738235"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2011","YR2011","51428.1969515188"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2012","YR2012","44902.3807663645"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2013","YR2013","44747.7538641695"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2014","YR2014","45680.5349920165"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2015","YR2015","38885.5303222983"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2016","YR2016","39931.2169800216"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2017","YR2017","40632.2315521995"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2018","YR2018","42904.8284559223"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2019","YR2019","41328.6004978373"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2020","YR2020","37207.2219994994"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2021","YR2021","42066.4905178822"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2022","YR2022","42350.6970690874"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","2023","YR2023","46544.7207199483"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1960","YR1960","943.610800103121"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1961","YR1961","1040.80488478971"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1962","YR1962","1097.31220193692"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1963","YR1963","1177.16824200633"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1964","YR1964","1280.47257652275"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1965","YR1965","1386.50800721563"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1966","YR1966","1499.92409701965"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1967","YR1967","1583.34320067225"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1968","YR1968","1692.2905712198"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1969","YR1969","1841.2901422239"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1970","YR1970","2058.76905087549"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1971","YR1971","2380.97845801742"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1972","YR1972","2924.04887899105"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1973","YR1973","3890.72241941969"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1974","YR1974","4630.75719737956"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1975","YR1975","5285.62072414121"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1976","YR1976","5678.38665810018"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1977","YR1977","6810.62768469634"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1978","YR1978","8205.4689771504"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1979","YR1979","9793.76534815017"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1980","YR1980","10869.5464940526"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1981","YR1981","9385.24906398343"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1982","YR1982","9410.34725652989"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1983","YR1983","9537.40742043378"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1984","YR1984","8991.06503963026"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1985","YR1985","9172.09676001833"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1986","YR1986","13083.0726621044"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1987","YR1987","16392.7695234749"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1988","YR1988","17578.6189397397"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1989","YR1989","17468.9461372569"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1990","YR1990","21680.989623313"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1991","YR1991","22410.9117666654"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1992","YR1992","24880.1641180361"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1993","YR1993","24081.5277928004"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1994","YR1994","25646.7006591684"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1995","YR1995","30325.8495818396"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1996","YR1996","29809.0767730821"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1997","YR1997","26705.4785993891"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1998","YR1998","27361.8751106437"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","1999","YR1999","27183.4759263956"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2000","YR2000","24625.6007227434"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2001","YR2001","24558.7636778868"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2002","YR2002","26527.5930910347"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2003","YR2003","32294.0488606559"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2004","YR2004","36889.2335135194"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2005","YR2005","38417.4577857677"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2006","YR2006","40669.3269586152"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2007","YR2007","46915.3374004507"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2008","YR2008","51919.9835754226"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2009","YR2009","48153.3240199631"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2010","YR2010","46903.7615854343"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2011","YR2011","51442.2762464407"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2012","YR2012","48564.9173350875"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2013","YR2013","50731.1272541847"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2014","YR2014","51786.3771747905"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2015","YR2015","44195.8175947748"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2016","YR2016","45307.5878620429"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2017","YR2017","47429.1584564387"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2018","YR2018","51466.5565633634"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2019","YR2019","50067.5857265892"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2020","YR2020","48789.4978498872"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2021","YR2021","53517.8904509612"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2022","YR2022","52084.6811953372"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","2023","YR2023","56505.9682796867"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1960","YR1960","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1961","YR1961","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1962","YR1962","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1963","YR1963","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1964","YR1964","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1965","YR1965","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1966","YR1966","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1967","YR1967","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1968","YR1968","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1969","YR1969","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1970","YR1970","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1971","YR1971","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1972","YR1972","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1973","YR1973","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1974","YR1974","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1975","YR1975","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1976","YR1976","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1977","YR1977","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1978","YR1978","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1979","YR1979","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1980","YR1980","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1981","YR1981","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1982","YR1982","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1983","YR1983","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1984","YR1984","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1985","YR1985","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1986","YR1986","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1987","YR1987","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1988","YR1988","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1989","YR1989","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1990","YR1990","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1991","YR1991","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1992","YR1992","900.506730798407"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1993","YR1993","1603.33885142339"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1994","YR1994","1462.02861363291"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1995","YR1995","1370.4784567014"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1996","YR1996","1452.5071047646"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1997","YR1997","1396.6571872706"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1998","YR1998","1511.25979105507"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","1999","YR1999","1210.5874393672"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2000","YR2000","1276.28038121269"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2001","YR2001","1244.37318523431"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2002","YR2002","1479.38066337175"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2003","YR2003","1819.52653114699"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2004","YR2004","2378.33700470129"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2005","YR2005","3126.07176665248"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2006","YR2006","3848.22350300163"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2007","YR2007","4735.48107556066"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2008","YR2008","6376.17569162063"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2009","YR2009","5352.48809190697"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2010","YR2010","6034.67885177216"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2011","YR2011","6527.6593428786"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2012","YR2012","6953.21591683101"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2013","YR2013","7998.0802045456"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2014","YR2014","8341.29014337961"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2015","YR2015","5967.06856034227"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2016","YR2016","5039.77560949445"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2017","YR2017","5785.53397723676"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2018","YR2018","6360.05310087258"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2019","YR2019","6837.76832136779"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2020","YR2020","6542.8645398436"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2021","YR2021","7489.71894713888"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2022","YR2022","7994.64806074889"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","2023","YR2023","7829.05313660622"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1960","YR1960","1290.28607216192"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1961","YR1961","1367.78885228138"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1962","YR1962","1457.26516998378"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1963","YR1963","1555.02293182578"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1964","YR1964","1724.01894179056"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1965","YR1965","1859.50998671639"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1966","YR1966","1983.13119821777"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1967","YR1967","2113.82194132888"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1968","YR1968","2251.31575906782"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1969","YR1969","2490.1071730838"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1970","YR1970","2765.89099664794"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1971","YR1971","3082.92798879126"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1972","YR1972","3831.63189999433"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1973","YR1973","4900.96220075866"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1974","YR1974","5733.79813933878"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1975","YR1975","6701.37736052433"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","1976","YR1976","7243.04734119583"
