Series Name,"Series Code","Country Name","Country Code","Time","Time Code","Value"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Denmark","DNK","2020","YR2020","60836.5924121638"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Denmark","DNK","2021","YR2021","69268.6517983134"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Denmark","DNK","2022","YR2022","67790.0539923276"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Denmark","DNK","2023","YR2023","67967.3818685562"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1960","YR1960","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1961","YR1961","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1962","YR1962","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1963","YR1963","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1964","YR1964","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1965","YR1965","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1966","YR1966","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1967","YR1967","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1968","YR1968","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1969","YR1969","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1970","YR1970","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1971","YR1971","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1972","YR1972","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1973","YR1973","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1974","YR1974","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1975","YR1975","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1976","YR1976","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1977","YR1977","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1978","YR1978","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1979","YR1979","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1980","YR1980","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1981","YR1981","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1982","YR1982","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1983","YR1983","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1984","YR1984","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1985","YR1985","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1986","YR1986","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1987","YR1987","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1988","YR1988","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1989","YR1989","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1990","YR1990","3941.50309406941"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1991","YR1991","2896.60913065504"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1992","YR1992","3372.86542951101"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1993","YR1993","3956.1783495613"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1994","YR1994","4630.55121674353"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1995","YR1995","5824.12129119574"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1996","YR1996","6532.83705470198"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1997","YR1997","6034.48843731935"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1998","YR1998","6489.7036188033"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","1999","YR1999","6337.41912037126"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2000","YR2000","6029.03819275358"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2001","YR2001","6637.04165713981"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2002","YR2002","8060.86870292424"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2003","YR2003","9818.56849307488"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2004","YR2004","11749.8526643577"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2005","YR2005","13430.6698955613"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2006","YR2006","15261.7975911138"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2007","YR2007","18466.5479299216"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2008","YR2008","22804.5776774507"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2009","YR2009","19861.6974295256"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2010","YR2010","19960.0684872157"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2011","YR2011","21871.2660754128"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2012","YR2012","19870.8012123403"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2013","YR2013","20133.1691431353"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2014","YR2014","19890.9199056648"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2015","YR2015","17829.6983223668"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2016","YR2016","18575.2320271915"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2017","YR2017","20636.199952435"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2018","YR2018","23424.4804601855"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2019","YR2019","23664.8478631108"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2020","YR2020","22992.8793833348"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2021","YR2021","26822.5141862111"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2022","YR2022","27226.6156386023"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","2023","YR2023","30427.4234688601"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1960","YR1960","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1961","YR1961","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1962","YR1962","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1963","YR1963","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1964","YR1964","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1965","YR1965","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1966","YR1966","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1967","YR1967","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1968","YR1968","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1969","YR1969","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1970","YR1970","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1971","YR1971","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1972","YR1972","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1973","YR1973","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1974","YR1974","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1975","YR1975","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1976","YR1976","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1977","YR1977","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1978","YR1978","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1979","YR1979","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1980","YR1980","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1981","YR1981","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1982","YR1982","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1983","YR1983","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1984","YR1984","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1985","YR1985","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1986","YR1986","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1987","YR1987","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1988","YR1988","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1989","YR1989","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1990","YR1990","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1991","YR1991","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1992","YR1992","NA"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1993","YR1993","2685.90889287357"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1994","YR1994","2819.12612100926"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1995","YR1995","3134.38975345407"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1996","YR1996","3380.92630243199"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1997","YR1997","3682.95230146695"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1998","YR1998","4093.39247738765"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","1999","YR1999","4140.93660232167"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2000","YR2000","4070.60902410208"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2001","YR2001","4505.85833233188"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2002","YR2002","5341.62894677002"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2003","YR2003","7203.52303786646"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2004","YR2004","8914.10355674451"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2005","YR2005","10412.6443137966"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2006","YR2006","12639.4000677296"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2007","YR2007","16744.5844516343"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2008","YR2008","18204.9664786762"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2009","YR2009","14711.7352728223"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2010","YR2010","14663.0446126465"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2011","YR2011","17487.8047830922"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2012","YR2012","17403.2053254767"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2013","YR2013","19056.0019226989"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2014","YR2014","20261.0667303886"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2015","YR2015","17402.0376128079"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2016","YR2016","18295.3429322114"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2017","YR2017","20437.765376736"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2018","YR2018","23165.8494786437"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2019","YR2019","23581.656836882"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2020","YR2020","23565.1759437969"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2021","YR2021","27698.4793450267"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2022","YR2022","28114.1431760201"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","2023","YR2023","29823.7496069016"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1960","YR1960","1191.74888086176"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1961","YR1961","1341.37946340792"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1962","YR1962","1426.54043144804"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1963","YR1963","1538.31993997131"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1964","YR1964","1725.45106384015"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1965","YR1965","1901.86897847106"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1966","YR1966","2031.34228205778"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1967","YR1967","2055.56987668339"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1968","YR1968","1927.12206068516"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1969","YR1969","2200.92800712846"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1970","YR1970","2465.64481862422"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1971","YR1971","2716.19009222861"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1972","YR1972","3177.64570093734"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1973","YR1973","4173.17304749428"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1974","YR1974","5297.60781739462"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1975","YR1975","6255.54464076423"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1976","YR1976","6739.69071253255"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1977","YR1977","7069.10573825616"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1978","YR1978","7628.81571424906"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1979","YR1979","9332.24526383769"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1980","YR1980","11223.937563528"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1981","YR1981","10926.817966566"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1982","YR1982","10938.122061411"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1983","YR1983","10497.479996566"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1984","YR1984","10833.8662886935"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1985","YR1985","11398.1059531509"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1986","YR1986","14951.0467852887"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1987","YR1987","18571.0599253579"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1988","YR1988","22047.7933222595"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1989","YR1989","23973.2394840041"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1990","YR1990","28364.6450765922"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1991","YR1991","25484.7392935746"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1992","YR1992","22319.059460246"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1993","YR1993","17608.8123902264"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1994","YR1994","20301.333085866"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1995","YR1995","26271.5998141691"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1996","YR1996","25783.4504878611"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1997","YR1997","24691.8728133698"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1998","YR1998","26009.2694886182"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","1999","YR1999","26186.1900105755"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2000","YR2000","24345.9148217032"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2001","YR2001","24967.7925153182"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2002","YR2002","26997.7529897788"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2003","YR2003","32927.6802919408"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2004","YR2004","37772.1781110398"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2005","YR2005","39054.8504423825"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2006","YR2006","41222.6020004611"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2007","YR2007","48476.3927287052"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2008","YR2008","53772.7942390019"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2009","YR2009","47481.4845364339"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2010","YR2010","46505.3031791811"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2011","YR2011","51148.9316365833"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2012","YR2012","47708.0612784469"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2013","YR2013","49892.2233632732"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2014","YR2014","50327.2402902632"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2015","YR2015","42801.9081167285"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2016","YR2016","43814.0265056965"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2017","YR2017","46412.1364777169"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2018","YR2018","49987.6261584968"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2019","YR2019","48629.8582283032"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2020","YR2020","49169.7193388499"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2021","YR2021","53504.6936483441"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2022","YR2022","50734.7107480889"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","2023","YR2023","53755.9117362796"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1960","YR1960","1333.88157286682"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1961","YR1961","1430.43462423276"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1962","YR1962","1585.73531130188"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1963","YR1963","1758.85665897749"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1964","YR1964","1928.99940153416"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1965","YR1965","2060.29971514635"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1966","YR1966","2209.0001728109"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1967","YR1967","2363.66966905413"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1968","YR1968","2553.97584327959"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1969","YR1969","2767.61543140447"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1970","YR1970","2870.15751000611"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1971","YR1971","3180.3374404808"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1972","YR1972","3865.92540043539"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1973","YR1973","4984.19668411585"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1974","YR1974","5345.92156814952"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1975","YR1975","6717.43948868856"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1976","YR1976","6899.06957775716"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1977","YR1977","7566.66255936088"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1978","YR1978","9299.77404965756"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1979","YR1979","11213.0236211621"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1980","YR1980","12738.5200524368"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1981","YR1981","11116.86105785"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1982","YR1982","10501.6091345216"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1983","YR1983","9998.97521903088"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1984","YR1984","9430.06964816743"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1985","YR1985","9778.08530538681"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1986","YR1986","13566.6607729285"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1987","YR1987","16340.7259713299"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1988","YR1988","17727.5108342779"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1989","YR1989","17747.5815980944"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1990","YR1990","21865.5552539348"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1991","YR1991","21675.7060879719"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1992","YR1992","23814.227367599"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1993","YR1993","22380.331904695"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1994","YR1994","23496.367675721"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1995","YR1995","26889.4250554833"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1996","YR1996","26870.2852380937"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1997","YR1997","24226.8846867539"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1998","YR1998","24971.5744885632"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","1999","YR1999","24678.3910613218"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2000","YR2000","22416.425417915"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2001","YR2001","22449.3396931175"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2002","YR2002","24288.2700193508"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2003","YR2003","29627.92426353"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2004","YR2004","33797.1624418436"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2005","YR2005","34768.1759037525"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2006","YR2006","36470.2128399313"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2007","YR2007","41557.6235648179"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2008","YR2008","45515.9617533473"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2009","YR2009","41737.7635518137"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2010","YR2010","40676.0647913181"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2011","YR2011","43846.4660764798"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2012","YR2012","40870.8523645734"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2013","YR2013","42602.7179652667"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2014","YR2014","43068.5487241739"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2015","YR2015","36652.9223052178"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2016","YR2016","37062.5335723829"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2017","YR2017","38781.0494870836"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2018","YR2018","41557.8548588876"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2019","YR2019","40494.8982936276"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2020","YR2020","39179.7442596057"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2021","YR2021","43671.3084099631"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2022","YR2022","40886.2532680273"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","2023","YR2023","44460.8178457009"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1960","YR1960","1157.88046394509"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1961","YR1961","1311.10429752935"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1962","YR1962","1425.29899158165"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1963","YR1963","1496.6710747788"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1964","YR1964","1631.47787275015"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1965","YR1965","1767.72216809939"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1966","YR1966","1863.97622810147"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1967","YR1967","1878.73272688742"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1968","YR1968","2017.68925112265"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1969","YR1969","2272.94842846548"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1970","YR1970","2761.16683289339"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1971","YR1971","3192.13361563743"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1972","YR1972","3809.98144489456"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1973","YR1973","5046.75510305815"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1974","YR1974","5639.07762129679"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","1975","YR1975","6236.3588812986"
