Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,CRI,Costa Rica,1962,Male,Age_all,[All],82.00000000,1.39408365,22.57567361,12.16256304,
CSA,Central and South America,CRI,Costa Rica,1962,Female,Age_all,[All],69.00000000,1.38582045,16.48034165,10.31235989,
CSA,Central and South America,CRI,Costa Rica,1965,Female,Age_all,[All],75.00000000,1.40502061,16.68089989,10.10645466,
CSA,Central and South America,COL,Colombia,2013,Female,Age_all,[All],306.00000000,0.34633015,1.27779316,1.29029744,
CSA,Central and South America,CRI,Costa Rica,1966,All,Age_all,[All],130.00000000,1.14245540,15.05468184,8.43717549,
CSA,Central and South America,CRI,Costa Rica,1968,Male,Age_all,[All],80.00000000,1.39518661,20.14157097,9.75371861,
CSA,Central and South America,CRI,Costa Rica,1963,Male,Age_all,[All],69.00000000,1.12892670,16.21942677,9.88538682,
CSA,Central and South America,CRI,Costa Rica,1963,Female,Age_all,[All],65.00000000,1.23480243,15.05408792,9.38357153,
CSA,Central and South America,CRI,Costa Rica,1965,Male,Age_all,[All],69.00000000,1.09332911,17.04082248,9.22830012,
CSA,Central and South America,COL,Colombia,2014,Male,Age_all,[All],719.00000000,0.61780905,3.49178722,3.12431642,
CSA,Central and South America,CRI,Costa Rica,1967,Male,Age_all,[All],86.00000000,1.43094842,20.90700873,10.77694236,
CSA,Central and South America,CRI,Costa Rica,1967,Female,Age_all,[All],58.00000000,1.11452729,11.79004219,7.32415709,
CSA,Central and South America,CRI,Costa Rica,1969,Male,Age_all,[All],86.00000000,1.34796238,20.01091261,10.16668637,
CSA,Central and South America,CRI,Costa Rica,1968,All,Age_all,[All],143.00000000,1.34234488,16.41124408,8.75152999,
CSA,Central and South America,CRI,Costa Rica,1970,All,Age_all,[All],122.00000000,1.06050070,13.03954920,7.06263749,
CSA,Central and South America,CRI,Costa Rica,1968,Female,Age_all,[All],63.00000000,1.28074812,12.86740952,7.74145982,
CSA,Central and South America,CRI,Costa Rica,1969,All,Age_all,[All],141.00000000,1.21562204,15.07453443,8.36795252,
CSA,Central and South America,CRI,Costa Rica,1966,Female,Age_all,[All],65.00000000,1.22549020,15.08948913,8.46905537,
CSA,Central and South America,CRI,Costa Rica,1971,All,Age_all,[All],111.00000000,1.04964539,12.14265259,6.17421293,
CSA,Central and South America,CRI,Costa Rica,1971,Male,Age_all,[All],66.00000000,1.14009328,15.37172356,7.31139914,
CSA,Central and South America,CRI,Costa Rica,1972,Male,Age_all,[All],72.00000000,1.20663650,16.24724816,7.78041928,
CSA,Central and South America,CRI,Costa Rica,1972,Female,Age_all,[All],61.00000000,1.24795417,12.75849810,6.64922607,
CSA,Central and South America,CRI,Costa Rica,1973,All,Age_all,[All],88.00000000,0.90702948,8.47839427,4.69909756,
CSA,Central and South America,CRI,Costa Rica,1966,Male,Age_all,[All],65.00000000,1.06995885,15.24169956,8.40553472,
CSA,Central and South America,CRI,Costa Rica,1973,Male,Age_all,[All],50.00000000,0.94428706,10.21144873,5.32481363,
CSA,Central and South America,CRI,Costa Rica,1973,Female,Age_all,[All],38.00000000,0.86226458,6.77532137,4.06982971,
CSA,Central and South America,CRI,Costa Rica,1974,Male,Age_all,[All],50.00000000,0.92592593,9.92888839,5.18941360,
CSA,Central and South America,CRI,Costa Rica,1967,All,Age_all,[All],144.00000000,1.28410915,16.35385273,9.05717341,
CSA,Central and South America,CRI,Costa Rica,1970,Female,Age_all,[All],56.00000000,1.05900151,11.50468327,6.51087083,
CSA,Central and South America,CRI,Costa Rica,1972,All,Age_all,[All],133.00000000,1.22524182,14.53837435,7.21727806,
CSA,Central and South America,CRI,Costa Rica,1975,Male,Age_all,[All],64.00000000,1.18321316,12.34079714,6.56006560,
CSA,Central and South America,CRI,Costa Rica,1975,Female,Age_all,[All],37.00000000,0.87969567,6.67032356,3.74001819,
CSA,Central and South America,CRI,Costa Rica,1969,Female,Age_all,[All],55.00000000,1.05384173,10.25879949,6.55464188,
CSA,Central and South America,CRI,Costa Rica,1978,Male,Age_all,[All],53.00000000,1.06833300,10.01476929,4.95003269,
CSA,Central and South America,CRI,Costa Rica,1974,All,Age_all,[All],84.00000000,0.88309504,8.04714828,4.37135720,
CSA,Central and South America,CRI,Costa Rica,1977,All,Age_all,[All],87.00000000,0.97675985,8.53588571,4.20289855,
CSA,Central and South America,CRI,Costa Rica,1974,Female,Age_all,[All],34.00000000,0.82684825,6.22649454,3.54869012,
CSA,Central and South America,CRI,Costa Rica,1975,All,Age_all,[All],101.00000000,1.05044202,9.46103139,5.14021070,
CSA,Central and South America,CRI,Costa Rica,1970,Male,Age_all,[All],66.00000000,1.06177606,14.59985285,7.60982359,
CSA,Central and South America,CRI,Costa Rica,1971,Female,Age_all,[All],45.00000000,0.94024237,8.98530187,5.02737124,
CSA,Central and South America,CRI,Costa Rica,1978,Female,Age_all,[All],29.00000000,0.79148472,5.05446998,2.74907574,
CSA,Central and South America,CRI,Costa Rica,1979,All,Age_all,[All],92.00000000,1.00623428,7.72427117,4.23963134,
CSA,Central and South America,CRI,Costa Rica,1979,Male,Age_all,[All],52.00000000,0.98224405,9.43499912,4.75233047,
CSA,Central and South America,CRI,Costa Rica,1977,Male,Age_all,[All],60.00000000,1.16959064,12.73200031,5.75981569,
CSA,Central and South America,CRI,Costa Rica,1980,All,Age_all,[All],83.00000000,0.89507171,7.16588801,3.69710468,
CSA,Central and South America,CRI,Costa Rica,1981,All,Age_all,[All],78.00000000,0.86763070,6.74509710,3.43461030,
CSA,Central and South America,CRI,Costa Rica,1981,Male,Age_all,[All],43.00000000,0.84579072,7.57785589,3.77524144,
CSA,Central and South America,CRI,Costa Rica,1978,All,Age_all,[All],82.00000000,0.95072464,7.43693860,3.85773429,
CSA,Central and South America,CRI,Costa Rica,1981,Female,Age_all,[All],35.00000000,0.89605735,5.90747063,3.09187279,
CSA,Central and South America,CRI,Costa Rica,1982,All,Age_all,[All],86.00000000,0.93804538,6.94996098,3.70051635,
CSA,Central and South America,CRI,Costa Rica,1982,Male,Age_all,[All],63.00000000,1.20551091,10.13473588,5.40308748,
CSA,Central and South America,CRI,Costa Rica,1976,All,Age_all,[All],105.00000000,1.12227448,9.49994866,5.19801980,
CSA,Central and South America,CRI,Costa Rica,1979,Female,Age_all,[All],40.00000000,1.03923097,6.10372421,3.71816323,
CSA,Central and South America,CRI,Costa Rica,1982,Female,Age_all,[All],23.00000000,0.58346017,3.85394577,1.98618307,
CSA,Central and South America,CRI,Costa Rica,1980,Male,Age_all,[All],50.00000000,0.91224229,8.63503342,4.43655723,
CSA,Central and South America,CRI,Costa Rica,1983,Male,Age_all,[All],39.00000000,0.73404856,5.40977017,3.29280648,
CSA,Central and South America,CRI,Costa Rica,1983,Female,Age_all,[All],28.00000000,0.67977664,3.47217714,2.34466589,
CSA,Central and South America,CRI,Costa Rica,1984,All,Age_all,[All],83.00000000,0.83576679,6.11773857,3.27584165,
CSA,Central and South America,CRI,Costa Rica,1980,Female,Age_all,[All],33.00000000,0.87025316,5.73928894,2.95169946,
CSA,Central and South America,CRI,Costa Rica,1976,Male,Age_all,[All],65.00000000,1.24045802,12.38814681,6.48055833,
CSA,Central and South America,CRI,Costa Rica,1977,Female,Age_all,[All],27.00000000,0.71485306,4.86879531,2.62569289,
CSA,Central and South America,CRI,Costa Rica,1976,Female,Age_all,[All],40.00000000,0.97181730,6.68723190,3.93313668,
CSA,Central and South America,CRI,Costa Rica,1984,Female,Age_all,[All],29.00000000,0.67036523,4.12230446,2.30524642,
CSA,Central and South America,CRI,Costa Rica,1985,All,Age_all,[All],88.00000000,0.83865434,6.83453061,3.38461538,
CSA,Central and South America,CRI,Costa Rica,1985,Male,Age_all,[All],60.00000000,1.00840336,10.21891039,4.56794823,
CSA,Central and South America,CRI,Costa Rica,1983,All,Age_all,[All],67.00000000,0.71034775,4.39454631,2.81678298,
CSA,Central and South America,CRI,Costa Rica,1985,Female,Age_all,[All],28.00000000,0.61633282,4.05380782,2.17644773,
CSA,Central and South America,CRI,Costa Rica,1984,Male,Age_all,[All],54.00000000,0.96342551,8.25311301,4.23297013,
CSA,Central and South America,CRI,Costa Rica,1986,Male,Age_all,[All],62.00000000,1.05352591,11.17499500,4.60350460,
CSA,Central and South America,CRI,Costa Rica,1986,All,Age_all,[All],86.00000000,0.82304527,6.78990172,3.22592745,
CSA,Central and South America,CRI,Costa Rica,1986,Female,Age_all,[All],24.00000000,0.52585451,3.35602833,1.81942233,
CSA,Central and South America,CRI,Costa Rica,1987,All,Age_all,[All],85.00000000,0.79535885,5.59881775,3.04550340,
CSA,Central and South America,CRI,Costa Rica,1989,Male,Age_all,[All],54.00000000,0.83759888,7.67626059,3.61445783,
CSA,Central and South America,CRI,Costa Rica,1989,Female,Age_all,[All],31.00000000,0.64235392,3.37666207,2.12183436,
CSA,Central and South America,CRI,Costa Rica,1987,Male,Age_all,[All],61.00000000,1.00593668,8.67454366,4.32624113,
CSA,Central and South America,CRI,Costa Rica,1988,Male,Age_all,[All],65.00000000,1.04200064,10.30852062,4.48926031,
CSA,Central and South America,CRI,Costa Rica,1992,Female,Age_all,[All],24.00000000,0.46583851,2.41547588,1.52120175,
CSA,Central and South America,CRI,Costa Rica,1993,All,Age_all,[All],76.00000000,0.60586735,3.87118542,2.32437227,
CSA,Central and South America,CRI,Costa Rica,1990,All,Age_all,[All],68.00000000,0.59827556,4.05697924,2.24126566,
CSA,Central and South America,CRI,Costa Rica,1991,Male,Age_all,[All],54.00000000,0.81141998,6.62199197,3.43074968,
CSA,Central and South America,CRI,Costa Rica,1991,Female,Age_all,[All],29.00000000,0.56420233,3.11556766,1.88434048,
CSA,Central and South America,CRI,Costa Rica,1987,Female,Age_all,[All],24.00000000,0.51914341,3.08226495,1.73787111,
CSA,Central and South America,CRI,Costa Rica,1994,All,Age_all,[All],78.00000000,0.58584948,3.69443365,2.33037555,
CSA,Central and South America,CRI,Costa Rica,1994,Female,Age_all,[All],21.00000000,0.36893886,1.72620747,1.26941909,
CSA,Central and South America,CRI,Costa Rica,1995,All,Age_all,[All],74.00000000,0.52624093,3.32257943,2.08221953,
CSA,Central and South America,CRI,Costa Rica,1988,All,Age_all,[All],99.00000000,0.90460526,7.03610917,3.45393015,
CSA,Central and South America,CRI,Costa Rica,1992,Male,Age_all,[All],69.00000000,0.97142053,7.85096731,4.27482808,
CSA,Central and South America,CRI,Costa Rica,1988,Female,Age_all,[All],34.00000000,0.72248194,4.47236429,2.39706712,
CSA,Central and South America,CRI,Costa Rica,1989,All,Age_all,[All],85.00000000,0.75401402,5.26082572,2.87648054,
CSA,Central and South America,CRI,Costa Rica,1994,Male,Age_all,[All],57.00000000,0.74783521,5.99652565,3.36720227,
CSA,Central and South America,CRI,Costa Rica,1995,Male,Age_all,[All],48.00000000,0.59612519,4.81489426,2.66563003,
CSA,Central and South America,CRI,Costa Rica,1995,Female,Age_all,[All],26.00000000,0.43261231,2.08407713,1.48300251,
CSA,Central and South America,CRI,Costa Rica,1990,Male,Age_all,[All],52.00000000,0.79632466,6.64490938,3.38983051,
CSA,Central and South America,CRI,Costa Rica,1993,Male,Age_all,[All],50.00000000,0.70185289,5.72010645,3.02370585,
CSA,Central and South America,CRI,Costa Rica,1996,All,Age_all,[All],83.00000000,0.59315372,3.37702210,2.28501454,
CSA,Central and South America,CRI,Costa Rica,1992,All,Age_all,[All],93.00000000,0.75887393,4.94803713,2.91371640,
CSA,Central and South America,CRI,Costa Rica,1996,Male,Age_all,[All],60.00000000,0.75500189,5.31005251,3.28628289,
CSA,Central and South America,CRI,Costa Rica,1996,Female,Age_all,[All],23.00000000,0.38041680,1.74254551,1.27311676,
CSA,Central and South America,CRI,Costa Rica,1997,All,Age_all,[All],91.00000000,0.63814867,3.40874785,2.44692788,
CSA,Central and South America,CRI,Costa Rica,1997,Male,Age_all,[All],61.00000000,0.74011162,4.88761068,3.26462283,
CSA,Central and South America,CRI,Costa Rica,1990,Female,Age_all,[All],16.00000000,0.33085194,1.84158212,1.06666667,
CSA,Central and South America,CRI,Costa Rica,1991,All,Age_all,[All],83.00000000,0.70368800,4.72708155,2.66623836,
CSA,Central and South America,CRI,Costa Rica,1993,Female,Age_all,[All],26.00000000,0.47970480,2.30934012,1.60881134,
CSA,Central and South America,CRI,Costa Rica,1998,Male,Age_all,[All],67.00000000,0.80258745,5.26968041,3.50707487,
CSA,Central and South America,CRI,Costa Rica,1997,Female,Age_all,[All],30.00000000,0.49850449,2.13706170,1.62123953,
CSA,Central and South America,CRI,Costa Rica,1998,All,Age_all,[All],95.00000000,0.64590699,3.50769110,2.49744538,
CSA,Central and South America,CRI,Costa Rica,1998,Female,Age_all,[All],28.00000000,0.44025157,1.95077351,1.47876728,
CSA,Central and South America,CRI,Costa Rica,1999,Male,Age_all,[All],70.00000000,0.80469019,5.26721406,3.58853269,
CSA,Central and South America,CRI,Costa Rica,2006,Female,Age_all,[All],20.00000000,0.28534741,0.98319924,0.92285530,
CSA,Central and South America,CRI,Costa Rica,1999,All,Age_all,[All],100.00000000,0.66436354,3.55818750,2.57371771,
CSA,Central and South America,CRI,Costa Rica,2002,Female,Age_all,[All],21.00000000,0.33034450,1.19872466,1.02752646,
CSA,Central and South America,CRI,Costa Rica,2005,Female,Age_all,[All],16.00000000,0.23770614,0.85032166,0.74874188,
CSA,Central and South America,CRI,Costa Rica,1999,Female,Age_all,[All],30.00000000,0.47221785,2.01345280,1.55057190,
CSA,Central and South America,CRI,Costa Rica,2003,All,Age_all,[All],79.00000000,0.50000000,2.27618401,1.89719007,
CSA,Central and South America,CRI,Costa Rica,2000,All,Age_all,[All],78.00000000,0.52194861,2.63814116,1.96851785,
CSA,Central and South America,CRI,Costa Rica,2003,Male,Age_all,[All],47.00000000,0.52519835,2.78639170,2.25047823,
CSA,Central and South America,CRI,Costa Rica,2003,Female,Age_all,[All],32.00000000,0.46708510,1.79375125,1.54171693,
CSA,Central and South America,CRI,Costa Rica,2000,Male,Age_all,[All],49.00000000,0.57249679,3.41561048,2.46398682,
CSA,Central and South America,CRI,Costa Rica,2000,Female,Age_all,[All],29.00000000,0.45418951,1.91104651,1.46930520,
CSA,Central and South America,CRI,Costa Rica,2004,All,Age_all,[All],74.00000000,0.44916540,2.11720586,1.75141504,
CSA,Central and South America,CRI,Costa Rica,2001,All,Age_all,[All],79.00000000,0.50611827,2.60268881,1.95831807,
CSA,Central and South America,CRI,Costa Rica,2001,Male,Age_all,[All],53.00000000,0.59981892,3.81040431,2.61845029,
CSA,Central and South America,CRI,Costa Rica,2001,Female,Age_all,[All],26.00000000,0.38387716,1.61036908,1.29354778,
CSA,Central and South America,CRI,Costa Rica,2004,Male,Age_all,[All],52.00000000,0.55525894,3.16226514,2.45431899,
CSA,Central and South America,CRI,Costa Rica,2002,All,Age_all,[All],80.00000000,0.53319115,2.40652244,1.95077940,
CSA,Central and South America,CRI,Costa Rica,2004,Female,Age_all,[All],22.00000000,0.30942335,1.18207929,1.04441518,
CSA,Central and South America,CRI,Costa Rica,2005,All,Age_all,[All],65.00000000,0.41884142,1.78268457,1.51674180,
CSA,Central and South America,COL,Colombia,2007,All,Age_all,[All],1200.00000000,0.62609893,3.27571562,2.74364004,
CSA,Central and South America,CRI,Costa Rica,2002,Male,Age_all,[All],59.00000000,0.68231757,3.82284615,2.86800517,
CSA,Central and South America,CRI,Costa Rica,2006,All,Age_all,[All],61.00000000,0.36656451,1.59667930,1.40377943,
CSA,Central and South America,CRI,Costa Rica,2005,Male,Age_all,[All],49.00000000,0.55757852,2.85577223,2.28056964,
CSA,Central and South America,CRI,Costa Rica,2006,Male,Age_all,[All],41.00000000,0.42566445,2.23418978,1.88225875,
CSA,Central and South America,CRI,Costa Rica,2007,All,Age_all,[All],40.00000000,0.25097252,1.01478329,0.90813572,
CSA,Central and South America,CRI,Costa Rica,2007,Male,Age_all,[All],26.00000000,0.28486907,1.37216907,1.17780188,
CSA,Central and South America,CRI,Costa Rica,2008,All,Age_all,[All],56.00000000,0.33984707,1.36715273,1.25472623,
CSA,Central and South America,CRI,Costa Rica,2009,Male,Age_all,[All],30.00000000,0.31605563,1.49576563,1.32459162,
CSA,Central and South America,CRI,Costa Rica,2009,Female,Age_all,[All],11.00000000,0.15363128,0.47936898,0.48761243,
CSA,Central and South America,CRI,Costa Rica,2010,All,Age_all,[All],47.00000000,0.24752475,1.05840290,1.02678870,
CSA,Central and South America,CRI,Costa Rica,2010,Male,Age_all,[All],34.00000000,0.31235645,1.66068567,1.48291917,
CSA,Central and South America,CRI,Costa Rica,2011,Male,Age_all,[All],42.00000000,0.40141451,1.93263402,1.81017551,
CSA,Central and South America,CRI,Costa Rica,2013,Male,Age_all,[All],31.00000000,0.28424720,1.30852925,1.30591804,
CSA,Central and South America,CRI,Costa Rica,2013,Female,Age_all,[All],8.00000000,0.09457383,0.32575830,0.33779476,
CSA,Central and South America,CRI,Costa Rica,2014,All,Age_all,[All],44.00000000,0.21685559,0.87571498,0.91754675,
CSA,Central and South America,CRI,Costa Rica,2008,Male,Age_all,[All],39.00000000,0.41454082,1.98356923,1.74386629,
CSA,Central and South America,CRI,Costa Rica,2008,Female,Age_all,[All],17.00000000,0.24045262,0.78909863,0.76345717,
CSA,Central and South America,CRI,Costa Rica,2012,All,Age_all,[All],49.00000000,0.25908106,1.03691966,1.04522184,
CSA,Central and South America,CRI,Costa Rica,2012,Male,Age_all,[All],38.00000000,0.35690805,1.70803790,1.61892610,
CSA,Central and South America,CRI,Costa Rica,2007,Female,Age_all,[All],14.00000000,0.20554985,0.68378821,0.63719663,
CSA,Central and South America,CRI,Costa Rica,2009,All,Age_all,[All],41.00000000,0.24621667,0.96451104,0.90693117,
CSA,Central and South America,CRI,Costa Rica,2010,Female,Age_all,[All],13.00000000,0.16043441,0.52687615,0.56902840,
CSA,Central and South America,CRI,Costa Rica,2011,Female,Age_all,[All],18.00000000,0.22514071,0.75981667,0.77825419,
CSA,Central and South America,CRI,Costa Rica,2013,All,Age_all,[All],39.00000000,0.20139427,0.79271145,0.82241923,
EU,Europe,HRV,Croatia,1985,Male,Age_all,[All],274.00000000,1.01616971,10.67764914,12.03654894,
EU,Europe,HRV,Croatia,1986,All,Age_all,[All],388.00000000,0.74990336,6.31991448,8.21685726,
CSA,Central and South America,CRI,Costa Rica,2011,All,Age_all,[All],60.00000000,0.32506230,1.30456324,1.29503316,
EU,Europe,HRV,Croatia,1987,Female,Age_all,[All],105.00000000,0.40531151,2.72779871,4.29588413,
CSA,Central and South America,CRI,Costa Rica,2014,Male,Age_all,[All],29.00000000,0.25223971,1.21428822,1.20837563,
CSA,Central and South America,CRI,Costa Rica,2014,Female,Age_all,[All],15.00000000,0.17059024,0.57128527,0.62618087,
CSA,Central and South America,CRI,Costa Rica,2012,Female,Age_all,[All],11.00000000,0.13307525,0.45331454,0.46993124,
EU,Europe,HRV,Croatia,1985,Female,Age_all,[All],91.00000000,0.36250647,2.43560741,3.75211314,
EU,Europe,HRV,Croatia,1990,Male,Age_all,[All],309.00000000,1.14981023,11.57130087,13.34542628,
EU,Europe,HRV,Croatia,1992,All,Age_all,[All],278.00000000,0.53667954,4.37900031,5.81322404,
EU,Europe,HRV,Croatia,1992,Male,Age_all,[All],214.00000000,0.77835164,8.01353974,9.23727716,
EU,Europe,HRV,Croatia,1989,All,Age_all,[All],471.00000000,0.89596530,7.43356015,9.88022068,
EU,Europe,HRV,Croatia,1989,Male,Age_all,[All],346.00000000,1.29114113,13.11825850,14.97965192,
EU,Europe,HRV,Croatia,1990,Female,Age_all,[All],103.00000000,0.40682518,2.70106645,4.18257127,
EU,Europe,HRV,Croatia,1986,Female,Age_all,[All],96.00000000,0.38236348,2.58693460,3.94185760,
EU,Europe,HRV,Croatia,1987,All,Age_all,[All],424.00000000,0.79879427,6.81762375,8.94495897,
EU,Europe,HRV,Croatia,1987,Male,Age_all,[All],319.00000000,1.17391624,12.24490604,13.89433338,
EU,Europe,HRV,Croatia,1991,All,Age_all,[All],318.00000000,0.57995331,4.92276432,6.64424061,
EU,Europe,HRV,Croatia,1992,Female,Age_all,[All],64.00000000,0.26330947,1.57267140,2.59582235,
EU,Europe,HRV,Croatia,1993,All,Age_all,[All],275.00000000,0.54084884,4.29604639,5.75470316,
EU,Europe,HRV,Croatia,1991,Male,Age_all,[All],245.00000000,0.82988957,9.03384918,10.56262126,
EU,Europe,HRV,Croatia,1989,Female,Age_all,[All],125.00000000,0.48504133,3.18474087,5.08688398,
EU,Europe,HRV,Croatia,1990,All,Age_all,[All],412.00000000,0.78939301,6.50936335,8.62285475,
EU,Europe,HRV,Croatia,1994,All,Age_all,[All],229.00000000,0.46279455,3.63518748,4.79380364,
EU,Europe,HRV,Croatia,1991,Female,Age_all,[All],73.00000000,0.28842355,1.91015897,2.95953945,
EU,Europe,HRV,Croatia,1988,All,Age_all,[All],423.00000000,0.80286983,6.69382763,8.89253280,
EU,Europe,HRV,Croatia,1988,Male,Age_all,[All],326.00000000,1.19584755,12.43416389,14.14623563,
EU,Europe,HRV,Croatia,1988,Female,Age_all,[All],97.00000000,0.38151426,2.56793980,3.95547037,
EU,Europe,HRV,Croatia,1993,Male,Age_all,[All],200.00000000,0.75748968,7.42885329,8.64117520,
EU,Europe,HRV,Croatia,1993,Female,Age_all,[All],75.00000000,0.30683631,1.88204588,3.04358412,
EU,Europe,HRV,Croatia,1985,All,Age_all,[All],365.00000000,0.70101984,5.87235663,7.76314950,
EU,Europe,HRV,Croatia,1994,Female,Age_all,[All],67.00000000,0.28164278,1.77877220,2.71992855,
EU,Europe,HRV,Croatia,1995,All,Age_all,[All],224.00000000,0.44324838,3.46896522,4.69011725,
EU,Europe,HRV,Croatia,1999,Male,Age_all,[All],154.00000000,0.57866456,6.21476425,7.03678318,
EU,Europe,HRV,Croatia,1995,Female,Age_all,[All],67.00000000,0.27371517,1.57786176,2.72003897,
EU,Europe,HRV,Croatia,1998,All,Age_all,[All],187.00000000,0.35747739,3.03129394,4.15444770,
EU,Europe,HRV,Croatia,2000,All,Age_all,[All],169.00000000,0.33634518,2.91787019,3.85721459,
EU,Europe,HRV,Croatia,1994,Male,Age_all,[All],162.00000000,0.63052193,6.16203522,7.00177205,
EU,Europe,HRV,Croatia,2002,Male,Age_all,[All],126.00000000,0.48968171,4.59676611,5.89198036,
EU,Europe,HRV,Croatia,1995,Male,Age_all,[All],157.00000000,0.60250211,5.83685283,6.78830854,
EU,Europe,HRV,Croatia,1996,Male,Age_all,[All],175.00000000,0.67575395,7.07891172,8.10372771,
EU,Europe,HRV,Croatia,1997,All,Age_all,[All],192.00000000,0.36948657,3.26926339,4.19910769,
EU,Europe,HRV,Croatia,1998,Male,Age_all,[All],136.00000000,0.50970692,5.53774059,6.28698225,
EU,Europe,HRV,Croatia,1997,Male,Age_all,[All],140.00000000,0.52548607,5.68570206,6.37116592,
EU,Europe,HRV,Croatia,2003,Female,Age_all,[All],55.00000000,0.21108382,1.20056090,2.38704917,
EU,Europe,HRV,Croatia,1999,All,Age_all,[All],214.00000000,0.41191077,3.49601613,4.69937195,
EU,Europe,HRV,Croatia,2003,All,Age_all,[All],160.00000000,0.30432715,2.25756120,3.60214328,
EU,Europe,HRV,Croatia,2002,All,Age_all,[All],181.00000000,0.35792679,2.66320486,4.07364062,
EU,Europe,HRV,Croatia,1996,All,Age_all,[All],224.00000000,0.44237302,3.72945458,4.98486737,
EU,Europe,HRV,Croatia,1997,Female,Age_all,[All],52.00000000,0.20535503,1.35843878,2.18947368,
EU,Europe,HRV,Croatia,2004,All,Age_all,[All],161.00000000,0.32357907,2.14538386,3.62661621,
EU,Europe,HRV,Croatia,2000,Female,Age_all,[All],46.00000000,0.18571602,1.22387240,2.02126725,
EU,Europe,HRV,Croatia,2001,All,Age_all,[All],145.00000000,0.29262189,2.13161667,3.26763509,
EU,Europe,HRV,Croatia,2002,Female,Age_all,[All],55.00000000,0.22143490,1.13809991,2.38642773,
EU,Europe,HRV,Croatia,2004,Male,Age_all,[All],103.00000000,0.40700202,3.35939341,4.82006645,
EU,Europe,HRV,Croatia,2005,Male,Age_all,[All],65.00000000,0.24936699,2.21238335,3.03931328,
EU,Europe,HRV,Croatia,2000,Male,Age_all,[All],123.00000000,0.48278840,5.15640647,5.84156535,
EU,Europe,HRV,Croatia,2001,Female,Age_all,[All],47.00000000,0.19203269,1.05840610,2.04209319,
EU,Europe,HRV,Croatia,2010,All,Age_all,[All],82.00000000,0.15740172,0.97900911,1.85613547,
EU,Europe,HRV,Croatia,2004,Female,Age_all,[All],58.00000000,0.23722852,1.21381537,2.51900109,
EU,Europe,HRV,Croatia,2005,All,Age_all,[All],116.00000000,0.22398146,1.49432023,2.61146804,
EU,Europe,HRV,Croatia,2008,All,Age_all,[All],101.00000000,0.19366839,1.32356020,2.27759201,
EU,Europe,HRV,Croatia,2005,Female,Age_all,[All],51.00000000,0.19825844,0.92745034,2.21420958,
EU,Europe,HRV,Croatia,2006,Male,Age_all,[All],92.00000000,0.36322002,3.02740979,4.30120798,
EU,Europe,HRV,Croatia,2006,Female,Age_all,[All],50.00000000,0.19960877,0.96408271,2.17288517,
EU,Europe,HRV,Croatia,2006,All,Age_all,[All],142.00000000,0.28186907,1.85171691,3.19818235,
EU,Europe,HRV,Croatia,2007,All,Age_all,[All],100.00000000,0.19095996,1.26522942,2.25429229,
EU,Europe,HRV,Croatia,2007,Male,Age_all,[All],66.00000000,0.25095057,2.00950753,3.08702030,
EU,Europe,HRV,Croatia,2009,Male,Age_all,[All],85.00000000,0.32668435,2.60893441,3.97897044,
EU,Europe,HRV,Croatia,2001,Male,Age_all,[All],98.00000000,0.39079635,3.47721850,4.58822979,
NAC,North America and the Caribbean,CUB,Cuba,1964,All,Age_all,[All],1159.00000000,2.41478457,20.99883278,14.87182133,
NAC,North America and the Caribbean,CUB,Cuba,1964,Male,Age_all,[All],711.00000000,2.58912640,24.84838484,17.90580188,
NAC,North America and the Caribbean,CUB,Cuba,1964,Female,Age_all,[All],448.00000000,2.18164110,16.55852126,11.72014594,
NAC,North America and the Caribbean,CUB,Cuba,1968,All,Age_all,[All],934.00000000,1.73219585,16.46628787,11.10113778,
NAC,North America and the Caribbean,CUB,Cuba,1968,Male,Age_all,[All],578.00000000,1.89962862,19.48470567,13.56262778,
NAC,North America and the Caribbean,CUB,Cuba,1968,Female,Age_all,[All],356.00000000,1.51534500,13.16216550,8.57451567,
NAC,North America and the Caribbean,CUB,Cuba,1969,All,Age_all,[All],889.00000000,1.59736946,15.32484422,10.38383514,
NAC,North America and the Caribbean,CUB,Cuba,1969,Male,Age_all,[All],565.00000000,1.78950369,18.75909008,13.04907445,
NAC,North America and the Caribbean,CUB,Cuba,1969,Female,Age_all,[All],324.00000000,1.34545908,11.53901821,7.65671089,
NAC,North America and the Caribbean,CUB,Cuba,1970,All,Age_all,[All],622.00000000,1.15697253,9.67517302,7.27366279,
NAC,North America and the Caribbean,CUB,Cuba,1970,Male,Age_all,[All],394.00000000,1.28867665,11.85451498,8.98866151,
NAC,North America and the Caribbean,CUB,Cuba,1970,Female,Age_all,[All],228.00000000,0.98330961,7.24572768,5.47011828,
NAC,North America and the Caribbean,CUB,Cuba,1971,All,Age_all,[All],459.00000000,0.87764584,7.25440481,5.28096093,
NAC,North America and the Caribbean,CUB,Cuba,1971,Male,Age_all,[All],289.00000000,0.96542509,8.82048544,6.48986100,
NAC,North America and the Caribbean,CUB,Cuba,1971,Female,Age_all,[All],170.00000000,0.76015024,5.51506553,4.01085290,
NAC,North America and the Caribbean,CUB,Cuba,1972,All,Age_all,[All],407.00000000,0.82310352,6.19909321,4.59259092,
